class	MIXS ID	Structured comment name	Frequency
food-farm environment	MIXS:0000018	depth	0.9545454545454546
host-associated	MIXS:0000018	depth	0.9545454545454546
microbial mat/biofilm	MIXS:0000018	depth	0.9545454545454546
migs_ba	MIXS:0000018	depth	0.9545454545454546
migs_eu	MIXS:0000018	depth	0.9545454545454546
migs_org	MIXS:0000018	depth	0.9545454545454546
migs_pl	MIXS:0000018	depth	0.9545454545454546
migs_vi	MIXS:0000018	depth	0.9545454545454546
mimag	MIXS:0000018	depth	0.9545454545454546
mimarks_c	MIXS:0000018	depth	0.9545454545454546
mimarks_s	MIXS:0000018	depth	0.9545454545454546
mims	MIXS:0000018	depth	0.9545454545454546
misag	MIXS:0000018	depth	0.9545454545454546
miscellaneous natural or artificial environment	MIXS:0000018	depth	0.9545454545454546
miuvig	MIXS:0000018	depth	0.9545454545454546
plant-associated	MIXS:0000018	depth	0.9545454545454546
sediment	MIXS:0000018	depth	0.9545454545454546
soil	MIXS:0000018	depth	0.9545454545454546
symbiont-associated	MIXS:0000018	depth	0.9545454545454546
wastewater/sludge	MIXS:0000018	depth	0.9545454545454546
water	MIXS:0000018	depth	0.9545454545454546
agriculture	MIXS:0000018	soil_depth	0.045454545454545456
migs_ba	MIXS:0000056	assembly_qual	0.9166666666666666
migs_eu	MIXS:0000056	assembly_qual	0.9166666666666666
migs_org	MIXS:0000056	assembly_qual	0.9166666666666666
migs_pl	MIXS:0000056	assembly_qual	0.9166666666666666
migs_vi	MIXS:0000056	assembly_qual	0.9166666666666666
mimag	MIXS:0000056	assembly_qual	0.9166666666666666
mimarks_c	MIXS:0000056	assembly_qual	0.9166666666666666
mimarks_s	MIXS:0000056	assembly_qual	0.9166666666666666
mims	MIXS:0000056	assembly_qual	0.9166666666666666
misag	MIXS:0000056	assembly_qual	0.9166666666666666
miuvig	MIXS:0000056	assembly_qual	0.9166666666666666
agriculture	MIXS:0000056	assembly_software	0.08333333333333333
agriculture	MIXS:0000058	assembly_quality	0.08333333333333333
migs_ba	MIXS:0000058	assembly_software	0.9166666666666666
migs_eu	MIXS:0000058	assembly_software	0.9166666666666666
migs_org	MIXS:0000058	assembly_software	0.9166666666666666
migs_pl	MIXS:0000058	assembly_software	0.9166666666666666
migs_vi	MIXS:0000058	assembly_software	0.9166666666666666
mimag	MIXS:0000058	assembly_software	0.9166666666666666
mimarks_c	MIXS:0000058	assembly_software	0.9166666666666666
mimarks_s	MIXS:0000058	assembly_software	0.9166666666666666
mims	MIXS:0000058	assembly_software	0.9166666666666666
misag	MIXS:0000058	assembly_software	0.9166666666666666
miuvig	MIXS:0000058	assembly_software	0.9166666666666666
migs_ba	MIXS:0000091	associated resource	0.9166666666666666
migs_eu	MIXS:0000091	associated resource	0.9166666666666666
migs_org	MIXS:0000091	associated resource	0.9166666666666666
migs_pl	MIXS:0000091	associated resource	0.9166666666666666
migs_vi	MIXS:0000091	associated resource	0.9166666666666666
mimag	MIXS:0000091	associated resource	0.9166666666666666
mimarks_c	MIXS:0000091	associated resource	0.9166666666666666
mimarks_s	MIXS:0000091	associated resource	0.9166666666666666
mims	MIXS:0000091	associated resource	0.9166666666666666
misag	MIXS:0000091	associated resource	0.9166666666666666
miuvig	MIXS:0000091	associated resource	0.9166666666666666
agriculture	MIXS:0000091	url	0.08333333333333333
agriculture	MIXS:0000110	samp_stor_temp	0.23809523809523808
food-animal and animal feed	MIXS:0000110	samp_stor_temp	0.23809523809523808
food-farm environment	MIXS:0000110	samp_stor_temp	0.23809523809523808
food-food production facility	MIXS:0000110	samp_stor_temp	0.23809523809523808
food-human foods	MIXS:0000110	samp_stor_temp	0.23809523809523808
air	MIXS:0000110	samp_store_temp	0.7619047619047619
host-associated	MIXS:0000110	samp_store_temp	0.7619047619047619
human-associated	MIXS:0000110	samp_store_temp	0.7619047619047619
human-gut	MIXS:0000110	samp_store_temp	0.7619047619047619
human-oral	MIXS:0000110	samp_store_temp	0.7619047619047619
human-skin	MIXS:0000110	samp_store_temp	0.7619047619047619
human-vaginal	MIXS:0000110	samp_store_temp	0.7619047619047619
hydrocarbon resources-cores	MIXS:0000110	samp_store_temp	0.7619047619047619
hydrocarbon resources-fluids/swabs	MIXS:0000110	samp_store_temp	0.7619047619047619
microbial mat/biofilm	MIXS:0000110	samp_store_temp	0.7619047619047619
miscellaneous natural or artificial environment	MIXS:0000110	samp_store_temp	0.7619047619047619
plant-associated	MIXS:0000110	samp_store_temp	0.7619047619047619
sediment	MIXS:0000110	samp_store_temp	0.7619047619047619
symbiont-associated	MIXS:0000110	samp_store_temp	0.7619047619047619
wastewater/sludge	MIXS:0000110	samp_store_temp	0.7619047619047619
water	MIXS:0000110	samp_store_temp	0.7619047619047619
food-animal and animal feed	MIXS:0000116	samp_stor_dur	0.19047619047619047
food-farm environment	MIXS:0000116	samp_stor_dur	0.19047619047619047
food-food production facility	MIXS:0000116	samp_stor_dur	0.19047619047619047
food-human foods	MIXS:0000116	samp_stor_dur	0.19047619047619047
agriculture	MIXS:0000116	samp_store_dur	0.8095238095238095
air	MIXS:0000116	samp_store_dur	0.8095238095238095
host-associated	MIXS:0000116	samp_store_dur	0.8095238095238095
human-associated	MIXS:0000116	samp_store_dur	0.8095238095238095
human-gut	MIXS:0000116	samp_store_dur	0.8095238095238095
human-oral	MIXS:0000116	samp_store_dur	0.8095238095238095
human-skin	MIXS:0000116	samp_store_dur	0.8095238095238095
human-vaginal	MIXS:0000116	samp_store_dur	0.8095238095238095
hydrocarbon resources-cores	MIXS:0000116	samp_store_dur	0.8095238095238095
hydrocarbon resources-fluids/swabs	MIXS:0000116	samp_store_dur	0.8095238095238095
microbial mat/biofilm	MIXS:0000116	samp_store_dur	0.8095238095238095
miscellaneous natural or artificial environment	MIXS:0000116	samp_store_dur	0.8095238095238095
plant-associated	MIXS:0000116	samp_store_dur	0.8095238095238095
sediment	MIXS:0000116	samp_store_dur	0.8095238095238095
symbiont-associated	MIXS:0000116	samp_store_dur	0.8095238095238095
wastewater/sludge	MIXS:0000116	samp_store_dur	0.8095238095238095
water	MIXS:0000116	samp_store_dur	0.8095238095238095
soil	MIXS:0000335	soil_text_measure	0.5
agriculture	MIXS:0000335	texture	0.5
food-farm environment	MIXS:0000336	soil_texture_meth	0.6666666666666666
soil	MIXS:0000336	soil_texture_meth	0.6666666666666666
agriculture	MIXS:0000336	texture_meth	0.3333333333333333
agriculture	MIXS:0000338	tot_n_meth	0.3333333333333333
food-farm environment	MIXS:0000338	tot_nitro_cont_meth	0.6666666666666666
soil	MIXS:0000338	tot_nitro_cont_meth	0.6666666666666666
agriculture	MIXS:0000525	tot_car	0.3333333333333333
microbial mat/biofilm	MIXS:0000525	tot_carb	0.6666666666666666
sediment	MIXS:0000525	tot_carb	0.6666666666666666
agriculture	MIXS:0000530	tot_nitro	0.2
food-farm environment	MIXS:0000530	tot_nitro_content	0.8
microbial mat/biofilm	MIXS:0000530	tot_nitro_content	0.8
sediment	MIXS:0000530	tot_nitro_content	0.8
soil	MIXS:0000530	tot_nitro_content	0.8
agriculture	MIXS:0000689	tot_phos	0.5
wastewater/sludge	MIXS:0000689	tot_phosphate	0.5
food-animal and animal feed	MIXS:0000755	samp_stor_loc	0.15
food-food production facility	MIXS:0000755	samp_stor_loc	0.15
food-human foods	MIXS:0000755	samp_stor_loc	0.15
agriculture	MIXS:0000755	samp_store_loc	0.85
air	MIXS:0000755	samp_store_loc	0.85
host-associated	MIXS:0000755	samp_store_loc	0.85
human-associated	MIXS:0000755	samp_store_loc	0.85
human-gut	MIXS:0000755	samp_store_loc	0.85
human-oral	MIXS:0000755	samp_store_loc	0.85
human-skin	MIXS:0000755	samp_store_loc	0.85
human-vaginal	MIXS:0000755	samp_store_loc	0.85
hydrocarbon resources-cores	MIXS:0000755	samp_store_loc	0.85
hydrocarbon resources-fluids/swabs	MIXS:0000755	samp_store_loc	0.85
microbial mat/biofilm	MIXS:0000755	samp_store_loc	0.85
miscellaneous natural or artificial environment	MIXS:0000755	samp_store_loc	0.85
plant-associated	MIXS:0000755	samp_store_loc	0.85
sediment	MIXS:0000755	samp_store_loc	0.85
symbiont-associated	MIXS:0000755	samp_store_loc	0.85
wastewater/sludge	MIXS:0000755	samp_store_loc	0.85
water	MIXS:0000755	samp_store_loc	0.85
agriculture	MIXS:0001082	horizon	0.5
soil	MIXS:0001082	soil_horizon	0.5
air	MIXS:0001107	samp_name	0.9696969696969697
built environment	MIXS:0001107	samp_name	0.9696969696969697
food-animal and animal feed	MIXS:0001107	samp_name	0.9696969696969697
food-farm environment	MIXS:0001107	samp_name	0.9696969696969697
food-food production facility	MIXS:0001107	samp_name	0.9696969696969697
food-human foods	MIXS:0001107	samp_name	0.9696969696969697
host-associated	MIXS:0001107	samp_name	0.9696969696969697
human-associated	MIXS:0001107	samp_name	0.9696969696969697
human-gut	MIXS:0001107	samp_name	0.9696969696969697
human-oral	MIXS:0001107	samp_name	0.9696969696969697
human-skin	MIXS:0001107	samp_name	0.9696969696969697
human-vaginal	MIXS:0001107	samp_name	0.9696969696969697
hydrocarbon resources-cores	MIXS:0001107	samp_name	0.9696969696969697
hydrocarbon resources-fluids/swabs	MIXS:0001107	samp_name	0.9696969696969697
microbial mat/biofilm	MIXS:0001107	samp_name	0.9696969696969697
migs_ba	MIXS:0001107	samp_name	0.9696969696969697
migs_eu	MIXS:0001107	samp_name	0.9696969696969697
migs_org	MIXS:0001107	samp_name	0.9696969696969697
migs_pl	MIXS:0001107	samp_name	0.9696969696969697
migs_vi	MIXS:0001107	samp_name	0.9696969696969697
mimag	MIXS:0001107	samp_name	0.9696969696969697
mimarks_c	MIXS:0001107	samp_name	0.9696969696969697
mimarks_s	MIXS:0001107	samp_name	0.9696969696969697
mims	MIXS:0001107	samp_name	0.9696969696969697
misag	MIXS:0001107	samp_name	0.9696969696969697
miscellaneous natural or artificial environment	MIXS:0001107	samp_name	0.9696969696969697
miuvig	MIXS:0001107	samp_name	0.9696969696969697
plant-associated	MIXS:0001107	samp_name	0.9696969696969697
sediment	MIXS:0001107	samp_name	0.9696969696969697
soil	MIXS:0001107	samp_name	0.9696969696969697
wastewater/sludge	MIXS:0001107	samp_name	0.9696969696969697
water	MIXS:0001107	samp_name	0.9696969696969697
symbiont-associated	MIXS:0001107	sample_name	0.030303030303030304
agriculture	MIXS:0001139	Food_source	0.2
food-animal and animal feed	MIXS:0001139	food_source	0.8
food-farm environment	MIXS:0001139	food_source	0.8
food-food production facility	MIXS:0001139	food_source	0.8
food-human foods	MIXS:0001139	food_source	0.8
agriculture	MIXS:0001184	Food_Product_type	0.2
food-animal and animal feed	MIXS:0001184	food_product_type	0.8
food-farm environment	MIXS:0001184	food_product_type	0.8
food-food production facility	MIXS:0001184	food_product_type	0.8
food-human foods	MIXS:0001184	food_product_type	0.8
agriculture	MIXS:0001225	samp_collect_method	0.9333333333333333
food-animal and animal feed	MIXS:0001225	samp_collect_method	0.9333333333333333
food-food production facility	MIXS:0001225	samp_collect_method	0.9333333333333333
migs_ba	MIXS:0001225	samp_collect_method	0.9333333333333333
migs_eu	MIXS:0001225	samp_collect_method	0.9333333333333333
migs_org	MIXS:0001225	samp_collect_method	0.9333333333333333
migs_pl	MIXS:0001225	samp_collect_method	0.9333333333333333
migs_vi	MIXS:0001225	samp_collect_method	0.9333333333333333
mimag	MIXS:0001225	samp_collect_method	0.9333333333333333
mimarks_c	MIXS:0001225	samp_collect_method	0.9333333333333333
mimarks_s	MIXS:0001225	samp_collect_method	0.9333333333333333
mims	MIXS:0001225	samp_collect_method	0.9333333333333333
misag	MIXS:0001225	samp_collect_method	0.9333333333333333
miuvig	MIXS:0001225	samp_collect_method	0.9333333333333333
food-human foods	MIXS:0001225	sample_collec_method	0.06666666666666667
